artist,popularity,country,danceability,energy,acousticness,instrumentalness,valence,loudness,tempo_confidence,time_signature,time_signature_confidence,k_0,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,key_confidence,mode,mode_confidence,artist_followers,al_type_compilation,al_type_single,exp_False,al_total_tracks_log,track_dur_log,speechiness_log,liveness_log,tempo_log
Ernia,71,italia,0.631,0.659,0.116,0.0,0.419,-5.793,0.103,4,0.759,0,0,0,0,0,0,0,0,1,0,0,0.471,1,0.507,790570,0,0,0,2.6390573296152584,5.159647078101846,-1.2344320118106447,-2.339249077365637,5.122683397903899
Kiss Kevin,61,hungría,0.629,0.855,0.172,0.0,0.677,-7.04,0.569,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.229,0,0.388,8757,0,1,1,0.0,5.0106352940962555,-2.610469872763346,-2.071473372030659,4.89804873334669
One Direction,87,inglaterra,0.672,0.52,0.859,0.0,0.37,-7.747,0.49,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.629,1,0.708,29743377,0,0,1,2.772588722239781,5.423186348593906,-3.343872315042886,-2.162823150618887,4.787500076080657
Crush,79,korea_sur,0.738,0.714,0.157,0.0,0.74,-5.235,0.77,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.492,1,0.333,1103061,0,1,1,0.0,5.177854493332389,-1.3903023825174294,-1.171182981502945,4.554245244802801
理想混蛋,64,taiwán,0.507,0.271,0.753,1.23e-06,0.399,-13.185,0.042,4,0.955,0,0,0,0,0,0,0,0,1,0,0,0.603,1,0.629,85039,0,1,1,0.6931471805599453,5.4837715116597865,-3.3610155920293234,-2.4270151713722226,4.9110580231941565
Burna Boy,82,sudáfrica,0.87,0.479,0.161,0.000157,0.717,-7.779,0.712,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.313,1,0.428,4807656,0,0,1,2.9444389791664403,5.069677488063312,-1.8018098050815563,-1.565421027017326,4.644958045975506
SCH,65,francia,0.784,0.736,0.057,7.34e-06,0.612,-7.679,0.38,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.693,1,0.496,1819933,0,0,0,2.6390573296152584,5.237005633724891,-1.18090753139494,-2.2537949288246137,4.969431282172199
Asim Azhar,71,pakistán,0.508,0.507,0.0636,1.15e-05,0.218,-5.33,0.27,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.511,0,0.591,1096279,0,1,1,0.0,5.455479222516225,-3.259697819388456,-1.0244328904938582,5.073171812563154
Capo Plaza,77,italia,0.683,0.852,0.0454,0.0,0.448,-2.755,0.572,4,0.819,1,0,0,0,0,0,0,0,0,0,0,0.28,1,0.564,3455441,0,0,0,2.4849066497880004,5.296716085181063,-2.7551418086360604,-1.4024237430497744,4.533330408765047
Daddy Yankee,83,guatemala,0.812,0.855,0.0789,0.000167,0.573,-3.725,0.312,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.076,1,0.269,31669431,0,0,0,2.9444389791664403,5.259976666069993,-2.893175685228899,-2.2256240518579173,4.500254016038531
AP Dhillon,81,inglaterra,0.837,0.717,0.0842,0.0,0.494,-7.749,0.435,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.486,0,0.458,3324229,0,1,1,0.0,5.171801308817419,-2.4985999769200027,-1.903808973036678,4.553708456363491
Eftalya Yağcı,75,turquía,0.816,0.543,0.207,0.00037,0.314,-9.358,0.72,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.566,0,0.488,6454,0,1,1,0.0,5.010661960407373,-2.375155785828881,-2.3783868064103277,4.700707612697155
ATE,77,turquía,0.676,0.758,0.133,0.0,0.28,-6.92,0.148,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.75,0,0.631,29325,0,1,1,0.0,4.961816129506316,-2.0874737133771,-2.873514640829742,4.554508271185863
Wizkid,64,nigeria,0.851,0.586,0.256,0.0137,0.597,-5.939,0.599,4,0.991,0,0,0,1,0,0,0,0,0,0,0,0.102,0,0.199,3358687,0,0,1,2.5649493574615367,5.299047100227638,-1.8773173575897015,-2.3096097079310103,4.5848858426853845
Freddy Kalas,65,noruega,0.724,0.599,0.205,0.0,0.6,-5.669,0.044,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.452,1,0.518,164840,0,1,1,0.0,5.164477354876984,-2.9077213962312776,-2.642262460564207,4.381714085835582
Dedublüman,77,turquía,0.449,0.711,0.111,0.000148,0.443,-5.851,0.096,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.758,0,0.577,387762,0,1,1,0.6931471805599453,5.19366215765846,-3.5684333010380693,-2.3892328997197176,4.5208098373700185
Anson Lo 盧瀚霆,60,hong_kong,0.611,0.702,0.106,0.0,0.487,-3.554,0.855,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.747,0,0.641,59125,0,1,1,0.0,5.322980710417401,-2.8682189532550315,-2.0635681925235456,4.810573302225367
Rondodasosa,72,italia,0.517,0.592,0.103,0.0,0.223,-8.386,0.528,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.691,0,0.646,676099,0,0,0,2.833213344056216,5.254480414942203,-2.0874737133771,-1.248273063222516,4.632250190391834
Alesso,83,bélgica,0.739,0.586,0.0245,0.000252,0.444,-5.079,0.86,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.789,0,0.715,3909875,0,1,1,0.0,4.9605833341973105,-3.0533613863906273,-1.1776554960085626,4.820491221045154
Taylor Swift,97,global,0.637,0.643,0.13,1.8e-06,0.533,-6.645,0.102,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.073,1,0.267,68732645,0,0,1,2.5649493574615367,5.301761428950591,-2.958436488810294,-1.9519282213808764,4.57355567221875
Gazo,73,francia,0.486,0.786,0.441,4.46e-06,0.534,-6.468,0.072,3,0.635,0,0,0,0,1,0,0,0,0,0,0,0.367,0,0.38,1201490,0,0,0,2.70805020110221,5.384247325682768,-1.565421027017326,-2.563949857128453,4.550122484203854
Piso 21,76,ecuador,0.774,0.73,0.108,0.0,0.421,-3.865,0.158,4,0.888,1,0,0,0,0,0,0,0,0,0,0,0.772,1,0.694,8840419,0,0,1,2.772588722239781,5.35801920979408,-2.0099154790312257,-1.6398971199188088,4.521418943525594
Summer Cem,72,turquía,0.821,0.705,0.197,7.38e-06,0.936,-6.571,0.964,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.001,1,0.22,1082674,0,1,0,0.6931471805599453,5.005616052082761,-2.5232317641096684,-1.0384583658483626,4.761703738802857
Dermot Kennedy,65,irlanda,0.521,0.869,0.247,1.55e-06,0.418,-6.351,0.842,4,0.797,1,0,0,0,0,0,0,0,0,0,0,0.383,1,0.449,1284101,0,0,1,2.3978952727983707,5.288802240979309,-2.2256240518579173,-2.570464538149647,4.990262504288318
VALE,50,rumanía,0.931,0.619,0.28,0.0029,0.747,-6.13,0.463,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0.27,11249,0,1,0,0.0,5.192690148661666,-1.07587280169862,-2.4510851013124895,4.770209935547519
Miss Li,67,suecia,0.854,0.679,0.00455,0.0,0.946,-4.135,0.94,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.364,0,0.534,231416,0,1,1,0.0,5.086966507302778,-3.3843402645957323,-2.448767603172127,4.836083474566662
TEN,70,tailandia,0.535,0.528,0.268,0.0,0.476,-5.963,0.58,3,0.846,0,0,0,0,0,0,0,1,0,0,0,0.368,0,0.496,506100,0,1,1,0.6931471805599453,5.401293541924422,-1.5994875815809322,-2.111964733385396,5.256291522691862
Tiwa Savage,68,nigeria,0.752,0.71,0.0898,0.0,0.616,-6.767,0.842,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.267,0,0.348,1002220,0,1,0,0.0,5.0485025276065025,-2.7441956477385636,-2.0024805005437076,4.737294338915133
Iuly Neamtu,59,rumanía,0.702,0.822,0.161,0.000584,0.776,-5.253,0.059,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.719,0,0.6,127136,0,1,1,0.0,5.016995028048838,-1.2275826699650698,-1.5702171992808192,5.237558360702472
Cris Mj,58,chile,0.876,0.661,0.0371,9.26e-05,0.651,-5.224,0.406,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.376,1,0.552,1005499,0,0,0,2.70805020110221,5.159055299214529,-2.997734276224664,-2.137070654516472,4.615308617961015
TRASH,62,taiwán,0.552,0.8,0.0253,2.22e-06,0.182,-5.203,0.679,4,0.947,0,0,0,0,0,0,0,0,0,0,1,0.387,1,0.491,70778,0,0,1,2.302585092994046,5.653267824415023,-2.8353155521480864,-2.0794415416798357,4.836496169709859
RAVA,57,rumanía,0.462,0.713,0.326,0.0,0.365,-4.947,0.563,4,0.992,0,0,0,0,0,0,1,0,0,0,0,0.894,0,0.728,225236,0,0,0,2.0794415416798357,5.212372693155052,-2.474560357733856,-1.973281345851445,4.434464898333876
Ant Wan,70,suecia,0.596,0.482,0.743,2.9e-06,0.291,-6.056,0.079,5,0.816,0,0,0,0,0,0,0,1,0,0,0,0.504,0,0.537,156176,0,0,1,2.4849066497880004,4.897048442133776,-1.4784096500276962,-2.2072749131897207,4.8495976199390896
BTS,78,korea_sur,0.637,0.799,0.394,0.0,0.57,-4.518,0.362,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.519,1,0.576,61771516,0,0,1,3.258096538021482,5.432039366005923,-3.387294476493164,-2.384880335720876,4.653922254193786
Pailita,74,chile,0.731,0.848,0.026,0.00435,0.659,-5.014,0.499,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.38,0,0.524,887794,0,1,1,0.0,5.33709567416211,-2.9058915695542016,-2.5523293261054345,4.574669740539708
Husayn,59,egipto,0.747,0.465,0.612,0.0,0.616,-14.081,0.536,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.75,1,0.694,105552,0,1,0,1.791759469228055,5.084758980412224,-1.0356374895067213,-2.1803674602697964,4.9633200417094985
YNY Sebi,51,rumanía,0.727,0.827,0.0139,0.000114,0.528,-3.464,0.607,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.654,1,0.591,326149,0,0,0,2.5649493574615367,4.940069758048983,-3.0576076772720784,-2.0024805005437076,4.511024328097863
Odeya,59,israel,0.782,0.659,0.449,0.0158,0.781,-7.011,0.599,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.587,0,0.523,76486,0,1,1,0.0,5.027439967965205,-1.7544636844843582,-1.0216512475319814,4.770862574733272
Hugo & Guilherme,77,brasil,0.427,0.834,0.434,0.0,0.32,-4.169,0.271,3,0.775,0,0,0,0,0,0,0,0,0,0,1,0.518,1,0.456,973114,0,0,1,1.9459101490553132,5.337571732981194,-2.3248307019413654,-0.0629397997738742,5.187882888978369
Boef,68,bélgica,0.798,0.683,0.224,0.0,0.669,-7.644,0.154,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.199,0,0.059,1115570,0,1,0,0.0,5.0935906788813625,-0.8867319296326107,-2.282782465697866,4.965491473926977
Jakub Grabowski,65,polonia,0.842,0.866,0.198,0.00073,0.784,-6.416,0.833,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.744,0,0.689,26443,0,1,0,0.0,4.966042309432839,-1.3983669423541598,-2.4112845099173867,4.828401733430528
MONO,67,vietnam,0.677,0.727,0.119,0.0,0.457,-5.304,0.2,4,0.97,0,0,0,0,0,0,0,0,0,1,0,0.611,0,0.568,195848,0,0,1,2.3978952727983707,5.5819914176022785,-3.417326763592039,-2.145581344184381,5.010541956407096
Berechet,54,rumanía,0.828,0.812,0.433,2.17e-06,0.652,-6.309,0.864,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.466,1,0.485,67822,0,1,1,0.0,4.7864662171103065,-1.6245515502441485,-2.387054249620496,5.081572052787432
高爾宣 OSN,63,taiwán,0.669,0.698,0.573,0.0,0.286,-4.613,0.294,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0.595,309929,0,0,1,2.302585092994046,5.167639042905921,-2.396895772465287,-2.282782465697866,4.382064133970774
Zack Tabudlo,72,filipinas,0.738,0.39,0.409,0.0,0.547,-8.437,0.831,4,0.997,0,0,0,0,0,0,0,0,1,0,0,0.711,1,0.857,2567852,0,1,1,0.0,5.187089672612164,-3.3991993789994823,-2.234926444520231,4.736014220899337
Cris Mj,58,chile,0.821,0.768,0.124,0.0,0.882,-4.376,0.882,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.318,1,0.362,1005499,0,0,0,2.70805020110221,5.1692787235356334,-3.092243173934835,-2.6971102610638757,4.521755967821713
Ado,73,japón,0.577,0.864,0.208,0.0,0.698,-2.92,0.416,4,0.883,0,0,0,0,1,0,0,0,0,0,0,0.194,1,0.275,2261100,0,0,1,2.0794415416798357,5.549383430655781,-3.107781777362614,-1.0356374895067213,4.564764771353053
LIL KRYSTALLL,62,bielorrusia,0.731,0.531,0.26,0.00708,0.538,-7.614,0.608,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0.439,230657,0,1,0,0.0,4.68373179737983,-1.546463113272712,-2.2164073967529934,4.956214306554367
Britney Spears,78,dinamarca,0.669,0.843,0.169,0.0,0.702,-3.766,0.74,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.255,1,0.395,11963739,0,1,1,0.0,5.542830943598439,-3.619353391465326,-1.6347557204183902,4.990976656433071
kizaru,54,bielorrusia,0.875,0.844,0.214,0.0,0.851,-3.155,0.448,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.768,0,0.703,1079604,0,0,0,2.4849066497880004,4.847300345470907,-1.6245515502441485,-2.1892564076870427,5.0171341308360855
Maan,67,países_bajos,0.748,0.579,0.0156,1.37e-05,0.625,-8.046,0.879,4,0.916,0,1,0,0,0,0,0,0,0,0,0,0.848,0,0.76,277138,0,0,1,2.5649493574615367,5.315356374642572,-3.4326880487535263,-1.6502599069543555,4.85182711828694
Ian,56,rumanía,0.88,0.797,0.266,0.0444,0.332,-6.104,0.932,4,1.0,0,1,0,0,0,0,0,0,0,0,0,1.0,1,0.819,334849,0,0,0,2.5649493574615367,4.336767728268267,-3.3696987146027846,-2.639457409636598,4.726484756206856
SIX60,57,nueva_zelanda,0.676,0.476,0.327,0.0,0.47,-7.833,0.32,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.25,1,0.302,591772,0,0,1,2.772588722239781,5.33869126068631,-3.1055471395611978,-2.1803674602697964,4.95568620261124
Rei,73,argentina,0.829,0.633,0.169,0.0,0.598,-6.295,0.042,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.326,1,0.423,375910,0,1,1,0.0,4.991173808604593,-2.626931149817418,-1.575036485716768,4.499376243080911
V $ X V PRiNCE,52,kazijistán,0.812,0.921,0.0217,1.21e-05,0.711,-3.945,0.298,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.704,0,0.854,316445,0,0,1,2.70805020110221,5.347221809901639,-2.2926347621408776,-1.7719568419318752,4.605220184738133
Yung Hurn,65,austria,0.825,0.639,0.0655,2.68e-05,0.923,-6.984,0.794,4,0.732,0,0,0,0,0,1,0,0,0,0,0,0.516,0,0.497,401034,0,1,1,0.0,4.822102487365423,-2.4168742393961735,-1.448169764837978,4.890379202957474
AP Dhillon,76,pakistán,0.796,0.572,0.416,2.55e-05,0.304,-7.03,0.582,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.531,0,0.494,3324229,0,1,1,0.0,5.328167388516922,-2.9095545773129388,-2.3279029009783354,4.594786461233352
Don Bigg,60,egipto,0.918,0.597,0.0179,0.000107,0.549,-5.903,0.787,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.443,0,0.531,477762,0,0,1,2.0794415416798357,5.387330488708306,-3.076942328979534,-2.54720767598538,4.70058036079275
1K,64,taiwán,0.524,0.653,0.488,0.0,0.41,-6.011,0.501,4,0.917,0,0,0,0,0,0,0,0,0,0,1,0.656,1,0.608,4090,0,1,1,0.6931471805599453,5.314294056821143,-3.4265151896464454,-1.422958345491482,4.882642819020979
Farid,64,arabia_saudí,0.686,0.66,0.47,7.01e-05,0.727,-5.947,0.895,4,0.791,1,0,0,0,0,0,0,0,0,0,0,0.206,0,0.333,78910,0,1,1,0.0,5.277512437114848,-3.5370171048046903,-1.579879110192556,4.9125372317562706
Jul,72,francia,0.64,0.541,0.755,0.000445,0.765,-7.731,0.018,5,1.0,0,0,0,0,0,0,0,1,0,0,0,0.48,0,0.189,6805357,0,1,0,0.0,5.2273904832081,-1.820158943749753,-2.3371765377636646,4.478778955910365
Vaundy,73,japón,0.425,0.939,0.00361,0.0,0.638,-3.498,0.11,4,0.971,0,0,1,0,0,0,0,0,0,0,0,0.632,1,0.665,1358129,0,0,1,2.3978952727983707,5.415237808054813,-2.9187712324178627,-1.1056369036050742,5.010735289096589
LOVV66,48,bielorrusia,0.761,0.642,0.15,0.0,0.249,-5.584,0.643,4,0.397,0,0,0,0,1,0,0,0,0,0,0,0.507,0,0.387,252401,0,0,0,2.302585092994046,4.903562201704567,-2.96423360649462,-1.0244328904938582,4.867842095435704
Aerozen,48,rumanía,0.654,0.79,0.000229,0.0,0.499,-6.119,0.661,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.646,1,0.314,58044,0,1,0,0.0,5.0786116491053495,-3.1055471395611978,-1.1679623668029029,4.976154264210675
Ahmed Saad,59,egipto,0.714,0.921,0.0574,0.0,0.817,-1.455,0.324,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.583,1,0.491,1935371,0,1,1,0.0,5.273240555162759,-2.32687778556309,-1.3625778345025745,4.604680065898861
Terence Lam,57,hong_kong,0.405,0.128,0.942,0.000303,0.365,-17.609,0.327,4,0.995,0,0,0,0,0,1,0,0,0,0,0,0.745,1,0.705,152579,0,1,1,1.6094379124341003,5.452612321681398,-3.405205403059694,-2.2164073967529934,4.926789809467569
Beton.Hofi,58,hungría,0.731,0.578,0.138,2.29e-06,0.608,-5.059,0.225,4,0.965,0,0,0,0,0,0,0,0,0,0,0,0.662,1,0.509,32043,0,0,1,2.6390573296152584,5.051098824375881,-1.7897614665653818,-2.2164073967529934,4.381989133970739
Yuuri,70,japón,0.606,0.579,0.512,0.0,0.661,-5.582,0.218,4,0.986,0,0,0,0,0,1,0,0,0,0,0,0.543,1,0.499,1593606,0,0,1,2.772588722239781,5.517236005475678,-3.4112477175156566,-0.9649559038554361,5.010555290896085
Måneskin,87,italia,0.519,0.595,0.00151,0.0,0.237,-5.001,0.425,4,0.972,0,0,1,0,0,0,0,0,0,0,0,0.508,1,0.56,6964318,0,1,1,0.0,5.509659554905704,-3.564893474332945,-2.5743938162895366,4.865886940209419
Burna Boy,81,sudáfrica,0.795,0.565,0.131,0.0,0.55,-4.457,0.105,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,4807656,0,0,1,2.9444389791664403,5.14948087471121,-2.355985869721161,-2.5232317641096684,4.476484178360046
Lo ki,73,filipinas,0.572,0.513,0.141,0.0,0.207,-6.481,0.439,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.886,0,0.666,201566,0,1,1,0.0,5.473467436256968,-3.022076248893593,-2.4179959445053734,4.654017491382075
Kaho Hung,56,hong_kong,0.642,0.452,0.837,0.0,0.521,-9.99,0.48,4,0.696,0,0,0,0,0,0,0,0,0,0,0,0.422,0,0.533,36867,0,1,1,0.0,5.417241972587156,-3.3932292120129786,-2.0099154790312257,4.820297694507223
AKA,61,sudáfrica,0.767,0.525,0.0386,2.1e-05,0.478,-10.225,0.303,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.171,1,0.363,417896,0,1,0,0.0,5.559107315507852,-1.4610179073158271,-2.3528263094307924,4.585997560199281
TWISTED,85,eslovaquia,0.604,0.601,0.15,0.000579,0.156,-7.887,0.352,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.83,0,0.728,33305,0,1,0,0.0,5.103694457414427,-2.7678002055079842,-1.783791299578878,4.940784912195175
Eric Chou,65,taiwán,0.358,0.391,0.856,0.00232,0.284,-8.979,0.026,4,0.5,0,0,0,0,0,0,0,0,0,1,0,0.601,1,0.7,1200326,0,1,1,0.0,5.775377291478897,-3.4545981583892704,-2.332013903684858,4.319725608476502
Dawid Podsiadło,69,polonia,0.551,0.837,0.0171,0.105,0.765,-8.54,0.95,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.575,1,0.608,1749486,0,0,1,2.5649493574615367,5.32593253358101,-3.20398721237445,-2.1803674602697964,5.1061151564733755
Ado,72,japón,0.524,0.914,0.179,0.0,0.63,-2.104,0.059,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.15,1,0.217,2261100,0,0,1,2.0794415416798357,5.155445342879923,-2.120263536200091,-1.7719568419318752,4.488804894856826
KATNUF,73,bélgica,0.835,0.645,0.145,0.0,0.338,-4.46,0.277,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.39,0,0.507,23837,0,1,1,0.0,5.11746073622515,-2.4925356769524916,-2.2072749131897207,4.654607759590422
Mc Jacaré,80,brasil,0.86,0.78,0.246,0.000827,0.801,-4.158,0.481,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.024,0,0.24,228344,0,1,1,0.0,4.817948200262974,-2.0325579557809856,-1.171182981502945,4.8679036130759075
Dermot Kennedy,64,irlanda,0.63,0.386,0.587,0.0,0.806,-7.089,0.038,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.453,1,0.528,1284101,0,0,1,2.3978952727983707,4.896839299617328,-2.811745437440975,-0.9187938620922735,4.570071366148696
FL EX,55,egipto,0.652,0.558,0.509,0.0,0.587,-10.376,0.467,4,0.989,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0.46,232029,0,1,0,1.6094379124341003,4.843060467810097,-0.9137938516755678,-1.016111067156366,4.9409207336830585
Lamin,63,dinamarca,0.855,0.716,0.152,0.0,0.697,-7.246,0.768,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.423,0,0.374,14015,0,0,1,2.772588722239781,5.182811112057258,-2.430418464503931,-2.2926347621408776,4.700225787935678
Alonzo,77,francia,0.66,0.72,0.301,0.0,0.628,-5.874,0.409,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.651,0,0.561,1724862,0,0,0,2.833213344056216,5.262482913538821,-2.5862751441762892,-1.487220279709851,4.604539987454703
Turisti,64,finlandia,0.771,0.658,0.0261,0.0,0.49,-5.205,0.503,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.468,1,0.42,5804,0,1,0,0.0,4.918520005188451,-2.3947003819018513,-1.2982834837971773,4.605100183537977
Ayra Starr,67,sudáfrica,0.792,0.503,0.0369,0.00057,0.381,-8.044,0.468,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.685,1,0.589,929302,0,0,1,2.772588722239781,5.2208584014683534,-2.7709900008760844,-2.3444492970927446,4.60487014097909
Meiko,54,arabia_saudí,0.649,0.821,0.0302,0.000141,0.661,-6.483,0.979,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.58,0,0.589,75093,0,0,1,2.3978952727983707,5.514879306496692,-3.4641371814360293,-2.4733734139743273,4.803512718836225
IL'HAN,49,kazijistán,0.625,0.574,0.467,8.1e-06,0.533,-6.543,0.145,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,0.663,1490,0,1,1,0.0,5.139708430113768,-1.725971728690052,-1.5095925774643841,4.49993188508396
V $ X V PRiNCE,56,kazijistán,0.755,0.647,0.297,0.0136,0.341,-7.339,0.224,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.319,0,0.478,316445,0,0,0,2.302585092994046,5.208430951503513,-2.0635681925235456,-2.1892564076870427,4.605680055982291
Andra & The Backbone,77,indonesia,0.358,0.32,0.726,0.0,0.384,-9.946,0.204,3,1.0,0,0,0,0,1,0,0,0,0,0,0,0.67,1,0.713,1084080,0,0,1,2.4849066497880004,5.5925603689515135,-3.4802405890026082,-2.2537949288246137,4.749261871915709
Lola Amour,75,filipinas,0.652,0.76,0.221,9.09e-05,0.615,-4.098,0.649,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.38,0,0.528,348163,0,1,1,0.0,5.307306839885834,-3.20398721237445,-1.9173226922034008,4.58577327637736
Ernia,69,italia,0.703,0.581,0.279,0.0,0.59,-7.061,0.175,4,0.694,1,0,0,0,0,0,0,0,0,0,0,0.458,1,0.538,790570,0,0,0,2.6390573296152584,5.176607255013118,-1.3664917338237108,-0.8770700187208739,4.35040696029342
Post Malone,89,australia,0.733,0.67,0.121,0.0,0.472,-6.009,0.896,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.703,1,0.527,39831574,0,0,0,2.6390573296152584,5.261860829537421,-2.588934720212048,-2.111964733385396,4.614764017659413
Ayau,53,kazijistán,0.78,0.637,0.289,0.00123,0.317,-7.662,0.766,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.322,0,0.494,11155,0,1,1,0.0,5.198497031265826,-2.9077213962312776,-1.0133524447172864,4.700707612697155
Wham!,88,global,0.735,0.478,0.189,2.48e-06,0.947,-12.472,0.635,4,0.551,0,0,1,0,0,0,0,0,0,0,0,0.294,1,0.382,2220620,0,1,1,1.0986122886681098,5.572001929355964,-3.5301677629591155,-1.0356374895067213,4.679182439275195
Yuuri,73,japón,0.367,0.671,0.222,0.0,0.691,-4.604,0.396,4,0.939,0,0,0,0,0,1,0,0,0,0,0,0.623,1,0.569,1593606,0,0,1,2.772588722239781,5.440684607834958,-3.0407296394847267,-0.7052197617942145,5.192028642460243
Paky,65,italia,0.586,0.699,0.146,0.0,0.794,-5.499,0.0,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.153,0,0.381,695906,0,0,0,3.091042453358316,4.833516181093326,-1.0328245481301066,-1.2207799226423173,4.229123093512473
Halva Priset,55,noruega,0.576,0.493,0.338,0.0,0.248,-8.905,0.158,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.315,0,0.405,20826,0,1,1,0.0,5.119872286500002,-3.343872315042886,-2.5484856314308715,4.467711090025588
NewJeans,84,korea_sur,0.811,0.648,0.236,0.0,0.695,-3.684,0.792,4,0.99,0,0,0,0,0,0,0,0,0,0,1,0.777,0,0.687,2427220,0,1,1,1.3862943611198906,5.193323450351082,-3.302257433807252,-2.575707014114497,4.653846057912128
Jeff Satur,68,tailandia,0.569,0.455,0.392,1.43e-05,0.24,-10.193,0.612,4,0.836,0,0,0,0,1,0,0,0,0,0,0,0.545,1,0.559,347762,0,1,1,0.0,5.5698167019880405,-3.55434856115633,-2.3496767005278962,4.690925774805715
Mas Musiq,60,sudáfrica,0.813,0.632,0.0283,0.000759,0.777,-9.723,0.506,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.363,0,0.405,372815,0,0,1,2.6390573296152584,6.040347564109314,-3.0323962579255825,-1.987774353154012,4.718891651289789
Gusttavo Lima,83,brasil,0.75,0.748,0.554,0.0,0.607,-5.227,0.751,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.446,1,0.562,18781245,0,0,1,1.9459101490553132,5.208420010943575,-3.40822199659912,-0.08229524272683016,4.662910652624663
Wizkid,61,nigeria,0.881,0.701,0.312,0.00907,0.955,-8.044,0.891,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.592,0,0.535,3358687,0,0,1,2.5649493574615367,5.143609031259871,-2.756715373083491,-2.5383074265151158,4.700698523812407
Viktor Sheen,57,república_checa,0.712,0.66,0.331,5.66e-05,0.418,-7.68,0.835,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.033,0,0.08,404192,0,0,0,2.772588722239781,5.356071991507697,-3.4420193761824103,-2.403511011584006,4.7101426263544415
