artist,popularity,country,danceability,energy,acousticness,instrumentalness,valence,loudness,tempo_confidence,time_signature,time_signature_confidence,k_0,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,key_confidence,mode,mode_confidence,artist_followers,al_type_compilation,al_type_single,exp_False,al_total_tracks_log,track_dur_log,speechiness_log,liveness_log,tempo_log
Karpe,63,noruega,0.827,0.421,0.824,1.17e-05,0.703,-8.996,0.493,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.215,1,0.426,277455,0,1,1,1.791759469228055,5.423654023859321,-2.7985221042662856,-1.8078888511579385,4.585385758526294
(G)I-DLE,85,korea_sur,0.726,0.91,0.0413,7.81e-06,0.648,-1.948,0.724,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.065,0,0.156,5175133,0,1,1,1.791759469228055,5.184325261226633,-1.720369473141382,-0.7360546815712219,4.912404854480843
Semicenk,73,turquía,0.616,0.514,0.0626,1.16e-05,0.319,-8.94,0.157,4,1.0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0.763,425249,0,1,1,0.0,5.2599247104608535,-1.903808973036678,-2.0024805005437076,5.037179849318368
J Balvin,81,ecuador,0.627,0.675,0.125,0.0,0.961,-7.125,0.202,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.515,0,0.485,36710488,0,0,1,2.0794415416798357,5.624400104467425,-1.546463113272712,-2.545931351625775,4.373364224095228
Tiakola,73,francia,0.684,0.493,0.517,0.0,0.501,-7.946,0.503,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.463,0,0.667,736448,0,0,0,2.772588722239781,5.209775728396711,-2.0874737133771,-2.700082031453033,4.779854318430613
Mora,82,panamá,0.659,0.688,0.207,0.0,0.632,-4.649,0.201,4,0.971,0,0,0,0,0,0,1,0,0,0,0,0.377,1,0.505,1474054,0,1,0,0.0,5.611206553357794,-2.698595042331455,-2.1803674602697964,5.0368162294789
IVE,83,korea_sur,0.703,0.709,0.00379,5.43e-05,0.538,-4.169,0.891,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.729,0,1.0,1753295,0,1,1,0.6931471805599453,5.177200028277772,-3.139602643973693,-1.0996127890016931,4.770184499423983
YSY A,71,argentina,0.955,0.77,0.0147,0.0,0.636,-8.643,0.45,4,0.991,0,0,1,0,0,0,0,0,0,0,0,0.382,1,0.462,1666894,0,0,0,2.4849066497880004,5.165545685269756,-1.5558971455060706,-2.1037342342488805,4.803898086354513
Eden Hason,60,israel,0.552,0.433,0.777,0.0,0.334,-9.792,0.252,4,0.916,0,0,0,0,0,0,1,0,0,0,0,0.358,1,0.553,576498,0,1,1,0.0,5.062595033026967,-2.6882475738060303,-1.973281345851445,4.492326183203535
JVG,55,finlandia,0.871,0.687,0.0721,0.00141,0.586,-4.417,0.959,4,0.815,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.274,316985,0,0,1,2.4849066497880004,4.803693122120054,-1.8643301620628905,-1.030019497202498,4.753271174708803
Grupo Los de la O,80,mexico,0.743,0.89,0.366,0.0,0.809,-5.451,0.608,4,0.494,0,0,0,0,0,0,0,1,0,0,0,0.391,0,0.504,545780,0,0,0,2.302585092994046,5.28251313500307,-2.4805163014867073,-2.3371765377636646,4.6787458736464105
Alejo,80,colombia,0.83,0.739,0.136,2.11e-06,0.631,-5.395,0.5,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.399,0,0.42,53049,0,1,0,0.0,5.48235827773807,-2.769393831343262,-1.820158943749753,4.584896047548002
理想混蛋,60,taiwán,0.501,0.462,0.186,0.0,0.585,-7.102,0.275,4,0.985,0,0,0,0,0,0,0,1,0,0,0,0.751,1,0.736,85039,0,0,1,2.302585092994046,5.3202598595603625,-2.622790357151387,-0.8722738464573808,4.412955856684455
Ian,53,rumanía,0.798,0.605,0.00871,0.0,0.352,-8.017,0.709,4,0.51,0,0,0,0,0,0,0,0,1,0,0,0.031,1,0.075,334849,0,0,1,2.9444389791664403,5.193306789654498,-2.9622974974677536,-2.234926444520231,4.787483409413991
Young Jonn,62,nigeria,0.632,0.806,0.301,0.0,0.293,-5.771,0.088,3,0.793,0,0,0,0,0,0,0,1,0,0,0,0.566,0,0.579,175467,0,1,0,0.0,5.180051714451071,-1.8643301620628905,-1.6094379124341003,4.935365621789104
James Hype,77,italia,0.818,0.728,0.0985,0.0,0.597,-5.769,0.853,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.744,0,0.643,227183,0,1,1,1.0986122886681098,5.147494476813453,-2.6255489795904663,-2.3892328997197176,4.827937666596577
Rauw Alejandro,78,perú,0.78,0.719,0.302,0.000196,0.336,-3.613,0.922,4,0.973,0,0,0,1,0,0,0,0,0,0,0,0.549,0,0.532,15784982,0,0,0,2.6390573296152584,5.296335403756724,-2.9838037026887174,-2.3740810946991155,4.8517333448435105
Lewis Capaldi,87,australia,0.669,0.742,0.296,0.0,0.716,-3.537,0.054,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.194,0,0.434,10577158,0,1,1,0.0,5.315528403278391,-3.1212954965293367,-1.0356374895067213,5.317310843040571
Seyi Vibez,55,nigeria,0.798,0.667,0.104,0.000935,0.501,-6.092,0.655,4,0.897,0,0,0,0,1,0,0,0,0,0,0,0.454,0,0.341,264141,0,0,1,2.3978952727983707,5.178683243686376,-2.0874737133771,-2.44069839512368,4.745071249120292
Tulus,75,indonesia,0.464,0.344,0.778,1.23e-06,0.751,-8.302,0.039,4,0.854,0,0,0,0,0,0,0,0,0,1,0,0.543,1,0.561,9960912,0,0,1,2.302585092994046,5.135798437050262,-3.4112477175156566,-2.0249533563957662,5.180169889490952
Madihu,62,vietnam,0.79,0.423,0.87,0.0,0.726,-7.965,0.678,4,0.996,0,0,0,0,0,0,0,0,0,1,0,0.378,0,0.397,89285,0,1,1,0.0,5.386840932936069,-2.931818947810338,-1.903808973036678,4.897548712813042
Omah Lay,67,nigeria,0.682,0.633,0.307,0.0328,0.601,-6.213,0.037,5,1.0,0,0,0,0,1,0,0,0,0,0,0,0.532,1,0.504,1022777,0,0,0,2.6390573296152584,5.036601891571121,-1.4312917270506265,-2.1892564076870427,4.814287832569174
Hins Cheung,57,hong_kong,0.497,0.426,0.552,0.0,0.335,-8.605,0.06,4,0.939,0,0,0,1,0,0,0,0,0,0,0,0.496,1,0.673,391557,0,1,1,0.0,5.518829458608304,-3.448288989196006,-1.3704210119636004,4.938616420307446
Gareth.T,52,hong_kong,0.628,0.315,0.649,0.0,0.731,-8.317,0.632,3,0.886,0,1,0,0,0,0,0,0,0,0,0,0.274,1,0.343,55460,0,0,1,2.1972245773362196,5.296049797555625,-3.40822199659912,-2.353878387381596,4.905074758435762
2115,71,polonia,0.757,0.597,0.286,0.0,0.865,-8.074,0.636,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.4,1,0.33,177560,0,1,0,0.0,5.237196996868934,-1.731605546408308,-2.282782465697866,4.941870967919407
thasup,74,italia,0.669,0.737,0.404,0.0,0.347,-4.603,0.054,4,0.921,0,0,0,0,0,0,1,0,0,0,0,0.008,0,0.365,2053229,0,0,0,2.995732273553991,5.470979925047372,-2.9431398234348203,-1.7037485919053417,5.010141839033997
Mc Paiva ZS,79,brasil,0.531,0.464,0.814,1.57e-06,0.643,-9.882,0.127,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.636,0,0.692,1557879,0,1,0,0.0,4.822199080835779,-1.0613165039244128,-2.017406150760383,5.136298312091913
Mari Fernandez,80,brasil,0.612,0.882,0.416,0.0,0.793,-2.66,0.455,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.38,0,0.463,1580032,0,0,1,2.6390573296152584,5.195232038464711,-2.993734270891318,-0.3915622029391729,4.98342852365804
ICEKIID,59,dinamarca,0.594,0.864,0.095,0.0,0.804,-5.732,0.179,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.284,0,0.268,62639,0,1,0,0.0,5.003254791736826,-1.903808973036678,-1.903808973036678,5.277042656269182
Tamer Hosny,56,egipto,0.674,0.884,0.000387,0.0577,0.477,-4.563,0.79,4,0.986,0,0,0,0,0,0,1,0,0,0,0,0.566,1,0.484,3398417,0,1,1,0.0,5.049843186654533,-3.146555163288575,-1.7147984280919266,4.78735006607971
Norlie & KKV,63,suecia,0.334,0.474,0.887,0.0,0.481,-8.243,0.088,4,0.975,0,0,1,0,0,0,0,0,0,0,0,0.769,1,0.692,406493,0,1,1,1.3862943611198906,5.153291594497779,-3.1629681929299047,-2.1541650878757723,5.19306795582894
Oliver Tree,94,global,0.587,0.742,0.0128,0.00107,0.199,-6.64,0.601,4,0.974,0,0,0,0,0,0,1,0,0,0,0,0.335,0,0.539,2190419,0,1,0,0.0,5.327876168789581,-2.9393519401178834,-1.9241486572738007,4.976782017117402
Feid,82,colombia,0.709,0.56,0.034,0.0,0.541,-4.867,0.324,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.375,0,0.508,3850802,0,0,0,2.70805020110221,5.146796558906795,-1.7660917224794772,-1.155182640156504,5.136280673696653
Yura Yunita,76,indonesia,0.576,0.329,0.813,0.000671,0.397,-8.87,0.001,4,0.996,0,0,0,0,0,0,0,0,0,0,1,0.585,1,0.647,1643312,0,0,1,2.3978952727983707,5.373383094193223,-3.022076248893593,-2.2256240518579173,4.289225803818339
Younha,68,korea_sur,0.534,0.861,0.0758,0.0,0.286,-3.177,0.195,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,0.36,359454,0,0,1,2.6390573296152584,5.706399048439355,-3.3214624136433017,-1.7897614665653818,4.584732757248103
NewJeans,79,korea_sur,0.847,0.638,0.0596,0.0,0.661,-3.764,0.543,4,0.993,1,0,0,0,0,0,0,0,0,0,0,0.726,1,0.581,2427220,0,1,1,1.3862943611198906,5.461974148446168,-2.855970331178832,-2.4146345968026686,5.055831706882518
WIU,84,brasil,0.585,0.662,0.385,0.0,0.533,-4.235,0.138,4,0.926,0,0,0,0,0,1,0,0,0,0,0,0.085,0,0.257,587793,0,1,1,0.0,5.420012739024336,-1.0469690555162714,-2.3371765377636646,5.131311917065798
BTS,85,korea_sur,0.559,0.885,0.0432,0.0,0.683,-4.515,0.308,4,0.949,0,1,0,0,0,0,0,0,0,0,0,0.617,1,0.475,61771516,0,0,1,3.5553480614894135,5.265758017164003,-1.6660082639224947,-1.0996127890016931,5.1476630672524495
Felix Jaehn,81,alemania,0.616,0.841,0.0559,0.00217,0.714,-4.779,0.706,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.662,0,0.646,1267704,0,1,1,0.0,5.040582370464208,-2.577021938695806,-0.8746690571833357,4.7007439674100935
kizaru,54,bielorrusia,0.858,0.695,0.105,0.0,0.338,-5.306,0.907,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.862,1,0.65,1079604,0,0,0,2.4849066497880004,5.124434106971212,-1.07587280169862,-2.4418471603275536,5.010888595346119
SIX60,53,nueva_zelanda,0.72,0.564,0.0131,0.00663,0.18,-6.548,0.87,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.488,1,0.486,591772,0,0,1,2.3978952727983707,5.467536797463664,-3.4802405890026082,-2.436116485618568,4.897660679432177
Gilli,67,dinamarca,0.565,0.764,0.371,0.00192,0.734,-5.452,0.599,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.412,0,0.489,212130,0,0,1,2.5649493574615367,5.050727422328901,-1.1841701770297564,-2.0955709236097197,4.55056615399405
Ha Nhi,59,vietnam,0.573,0.447,0.804,0.0,0.33,-9.358,0.385,4,0.836,1,0,0,0,0,0,0,0,0,0,0,0.564,0,0.778,73999,0,1,1,0.0,5.598421958998375,-3.0138962441816624,-1.7092582477163114,4.911919321157098
Lizzo,78,australia,0.721,0.769,0.0922,0.0,0.915,-4.111,0.701,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.398,1,0.512,5445961,0,0,1,2.4849066497880004,5.231680645728239,-2.2537949288246137,-2.50470127711618,5.0494200147827355
Yzomandias,51,república_checa,0.777,0.589,0.0532,1.48e-05,0.5,-9.45,0.05,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.697,1,0.592,349928,0,0,0,2.772588722239781,4.7420235547348994,-1.0412872220488403,-1.2378743560016174,4.453777366432496
The Weeknd,90,emiratos_arabes,0.514,0.73,0.00146,9.54e-05,0.334,-5.934,0.875,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.152,59590626,0,0,1,2.6390573296152584,5.298517346550703,-2.816749618025551,-2.4112845099173867,5.141692795841268
Tory Lanez,85,emiratos_arabes,0.645,0.534,0.157,0.0,0.463,-10.8,0.698,4,0.932,0,0,0,0,0,0,1,0,0,0,0,0.101,0,0.297,5205667,0,0,1,2.3978952727983707,5.422594823280122,-3.0386397745652673,-2.449925680892755,4.654150808209713
KA,59,países_bajos,0.771,0.571,0.172,0.0,0.38,-6.458,0.473,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.588,1,0.532,55234,0,0,0,2.772588722239781,5.317923896186955,-1.152013065395225,-2.071473372030659,4.606888708482056
EL YALA,60,república_dominicana,0.787,0.879,0.00374,1.82e-06,0.775,-3.398,0.917,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0.0,47707,0,1,0,0.0,5.221285122877068,-1.6554818509355071,-2.0874737133771,4.700507638147795
Semicenk,75,turquía,0.686,0.493,0.0296,2.3e-05,0.236,-9.845,0.099,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.665,1,0.598,425249,0,1,1,0.0,5.222154207019704,-1.9519282213808764,-2.198225077669803,4.5005760432581665
Elton John,82,australia,0.795,0.8,0.0354,7.25e-05,0.934,-6.32,0.863,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.114,1,0.324,11087985,0,0,1,2.833213344056216,5.311899707521303,-3.4769990950784373,-2.3914163067006613,4.7538660151323855
Gettomasa,57,finlandia,0.713,0.569,0.237,4.09e-05,0.683,-6.231,0.056,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.497,0,0.538,100924,0,0,0,2.3978952727983707,5.067318039268243,-1.4524341636244356,-1.8773173575897015,5.148232576443913
OsTEKKe,75,alemania,0.63,0.458,0.15,0.0255,0.208,-14.172,0.689,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0.349,21633,0,1,1,0.0,4.981384977601423,-2.6338708029279587,-2.2256240518579173,5.136045465359786
Ulukmanapo,52,kazijistán,0.779,0.552,0.51,0.698,0.0665,-5.764,0.508,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.055,0,0.413,119174,0,1,1,0.0,5.232177564043492,-3.017977882501311,-2.4123999590012524,4.605140185538082
Alyn Wee,64,tailandia,0.542,0.434,0.468,6.06e-05,0.473,-9.396,0.611,3,0.871,0,0,0,0,0,0,0,0,1,0,0,0.479,1,0.6,7476,0,1,1,0.0,5.472757949891116,-3.2114038100294997,-2.4247527269682534,4.940713419791213
Einár,69,suecia,0.656,0.817,0.5,0.0,0.668,-5.855,0.342,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.662,0,0.572,298400,0,1,0,0.0,4.997212273764115,-1.1332037334377287,-2.452245867548452,4.65830328689323
Matuê,78,brasil,0.782,0.643,0.0136,0.0,0.627,-4.956,0.766,4,0.167,0,0,0,0,0,0,0,0,1,0,0,0.296,0,0.228,7510082,0,1,1,0.0,5.523195412755904,-3.128121461599737,-2.727233020518984,4.744879953089101
Ana Castela,82,brasil,0.774,0.742,0.473,0.000472,0.736,-4.178,0.649,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0.248,829708,0,1,1,0.0,5.267971554695656,-2.569158202235591,-1.0729445419195318,4.9052081095494415
Elton John,73,bélgica,0.659,0.772,0.0748,0.000346,0.484,-4.602,0.826,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.731,1,0.624,11087985,0,0,1,2.8903717578961645,5.309479833754148,-2.2072749131897207,-1.6766466621275504,4.83660725084681
Maluma,71,colombia,0.773,0.767,0.0352,0.0,0.49,-4.019,0.48,4,0.997,0,0,0,0,0,0,0,1,0,0,0,0.364,1,0.496,33311021,0,0,0,2.0794415416798357,5.530071738110141,-2.5022562881231134,-1.2073117055914506,4.553771622902091
KA,59,países_bajos,0.854,0.589,0.185,0.0,0.188,-6.56,0.134,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.322,1,0.407,55234,0,0,0,2.772588722239781,5.420857955965716,-1.1086626245216111,-1.8018098050815563,4.553876891600541
Killa Fonic,57,rumanía,0.895,0.607,0.361,0.000145,0.725,-6.934,0.478,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.743,1,0.531,230031,0,1,1,0.0,5.306285536197214,-2.0794415416798357,-1.5141277326297755,4.605510128201189
Azahriah,62,hungría,0.538,0.669,0.37,1.06e-06,0.198,-8.325,0.447,4,0.864,0,0,1,0,0,0,0,0,0,0,0,0.464,0,0.589,187908,0,1,0,1.791759469228055,5.31580850087212,-1.5278579254416775,-2.0402208285265546,4.6249041834783196
Eyal Golan,53,israel,0.721,0.799,0.153,0.000134,0.618,-5.888,0.9,4,0.337,0,0,0,0,0,0,0,1,0,0,0,0.779,0,0.667,714237,0,1,1,0.0,5.309519388955909,-3.338222582500767,-2.0955709236097197,4.624894378835821
Marina Maximilian,52,israel,0.565,0.59,0.402,0.0,0.272,-5.73,0.359,1,0.312,0,1,0,0,0,0,0,0,0,0,0,0.459,0,0.571,102718,0,0,1,2.302585092994046,5.0236699723667115,-2.4793222714941,-1.3280254529959148,4.6831584771000285
RAVA,56,rumanía,0.635,0.813,0.0158,0.0,0.387,-5.5,0.32,4,0.989,0,0,0,0,0,0,0,0,1,0,0,0.803,0,0.564,225236,0,1,0,0.0,5.265732189450348,-2.9778923554256598,-2.0635681925235456,5.13523357166149
Mario G klau,75,indonesia,0.603,0.325,0.35,0.0,0.323,-11.683,0.482,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.583,1,0.661,133934,0,1,1,0.0,5.629418059367339,-3.0878475624617967,-2.1803674602697964,4.818336126077027
KA,61,países_bajos,0.565,0.61,0.0701,4.11e-06,0.397,-8.1,0.268,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.741,0,0.689,55234,0,0,0,2.772588722239781,5.67360501441859,-0.9390477189967712,-2.2072749131897207,4.544740545161628
Fabio Asher,76,indonesia,0.325,0.345,0.495,0.0,0.135,-9.536,0.162,4,0.628,0,0,0,0,0,1,0,0,0,0,0,0.36,1,0.455,622753,0,1,1,0.0,5.483796433157071,-3.470547459796949,-2.622790357151387,4.354591201487812
Hugo & Guilherme,80,brasil,0.726,0.841,0.486,0.0,0.773,-2.811,0.826,4,0.761,0,1,0,0,0,0,0,0,0,0,0,0.533,1,0.659,973114,0,0,1,2.772588722239781,5.142113747549123,-3.0491330502811063,-0.2510287548037454,4.770684624465665
Chivas,69,polonia,0.648,0.816,0.354,0.0,0.856,-5.392,0.433,4,0.935,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.236,212078,0,0,0,2.3978952727983707,5.028252528624313,-1.2552660987134867,-0.20702416943432653,5.105351358054768
Bad Bunny,83,panamá,0.744,0.868,0.0326,0.0,0.586,-4.524,0.749,4,0.915,0,1,0,0,0,0,0,0,0,0,0,0.501,1,0.524,65270837,0,0,0,2.995732273553991,5.329912928137787,-3.0576076772720784,-2.4985999769200027,4.532997263494509
RPT MCK,63,vietnam,0.68,0.545,0.537,0.0,0.363,-7.026,0.255,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0.683,0,0.682,303937,0,1,1,0.0,5.049856007249537,-2.1541650878757723,-2.111964733385396,5.318810931562355
Ink Waruntorn,65,tailandia,0.685,0.798,0.0408,0.0,0.846,-6.056,0.442,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.283,0,0.419,604770,0,1,1,0.0,5.190175207928333,-2.520741102797216,-2.3794661373300032,4.997516281603103
Chivas,66,polonia,0.738,0.783,0.34,0.0,0.719,-5.931,0.772,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.811,1,0.71,212078,0,0,0,2.3978952727983707,4.890349128221754,-1.4784096500276962,-2.7211354406508654,5.010695292296328
SCH,68,francia,0.822,0.524,0.223,0.0,0.616,-8.973,0.362,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.813,0,0.706,1819933,0,0,0,2.6390573296152584,5.0023342690568695,-0.7874578600311866,-2.4247527269682534,5.003671100294623
Bad Bunny,84,ecuador,0.817,0.67,0.123,1.92e-06,0.495,-6.534,0.733,3,0.703,0,1,0,0,0,0,0,0,0,0,0,0.534,1,0.586,65270837,0,0,1,3.1354942159291497,5.340490447939233,-2.9838037026887174,-2.05572501506252,4.867980504804702
AP Dhillon,76,pakistán,0.761,0.554,0.193,0.00844,0.555,-8.119,0.767,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.479,0,0.443,3324229,0,1,1,1.791759469228055,5.295413153400647,-2.460409178187613,-2.5232317641096684,4.527424837363238
WEN,55,eslovaquia,0.906,0.457,0.0458,0.000414,0.371,-9.237,0.677,4,0.993,0,0,0,0,0,0,0,0,1,0,0,0.004,0,0.007,9842,0,1,0,0.0,4.942591971644893,-1.3783261914707137,-2.1286317858706076,4.8832639370533695
Bakr,50,kazijistán,0.89,0.621,0.568,0.0,0.379,-7.389,0.701,4,0.909,0,0,0,0,0,1,0,0,0,0,0,0.376,0,0.508,290035,0,1,1,0.0,5.258630144596445,-2.7598699498320065,-2.0794415416798357,4.787850011929323
Drake,86,sudáfrica,0.849,0.433,0.0407,0.0,0.395,-8.367,0.237,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.355,0,0.469,72390794,0,0,0,2.772588722239781,5.030182986938625,-1.152013065395225,-0.9467499393588635,4.95696725240247
MC Cabelinho,79,brasil,0.579,0.804,0.457,0.0,0.546,-5.024,0.128,3,0.812,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0.131,2552372,0,0,0,2.833213344056216,5.240963639518061,-2.8455896151242714,-1.995100393246085,5.209895904947134
Israel & Rodolffo,84,brasil,0.651,0.947,0.305,0.0,0.722,-3.669,0.871,4,0.956,0,1,0,0,0,0,0,0,0,0,0,0.099,1,0.427,1853875,0,1,1,0.0,5.041494221682239,-2.9206248010671856,-0.08338160893905101,5.062886129894668
Morat,76,colombia,0.612,0.697,0.261,0.0,0.633,-5.476,0.526,4,0.9,1,0,0,0,0,0,0,0,0,0,0,0.534,1,0.62,8150159,0,0,1,2.4849066497880004,5.170972512057916,-3.2519156789464008,-1.058430499035278,4.521527673451439
L7NNON,82,brasil,0.953,0.57,0.537,0.0,0.834,-5.149,0.154,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.591,1,0.602,2816013,0,1,1,0.0,4.8796378312155415,-1.40649706843741,-2.3096097079310103,4.8671266750187865
Gusttavo Lima,80,brasil,0.672,0.957,0.197,0.000481,0.895,-4.272,0.925,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.919,1,0.71,18781245,0,1,1,0.0,5.322702614833669,-3.0261914810386994,-0.9519179095173061,5.075205064745556
Anatomy Rabbit,61,tailandia,0.422,0.391,0.548,0.189,0.628,-8.529,0.212,4,0.689,0,0,1,0,0,0,0,0,0,0,0,0.438,1,0.589,263640,0,1,1,0.0,5.459832292202587,-3.3270179834879037,-1.9661128563728327,5.138154482922596
Rei,79,argentina,0.71,0.738,0.156,0.0,0.608,-4.077,0.463,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.486,0,0.525,375910,0,1,1,0.0,5.260968500395546,-2.452245867548452,-2.7165865321244964,4.5946955176940705
Leo Ku,57,hong_kong,0.546,0.409,0.756,0.0,0.412,-7.318,0.043,4,0.904,0,0,0,0,0,0,0,0,0,0,1,0.123,1,0.32,238740,0,1,1,0.0,5.73211722708347,-3.473768074496991,-2.5717725828096625,4.432196798586458
MC 張天賦,59,hong_kong,0.703,0.607,0.716,0.0,0.819,-7.823,0.413,4,0.556,1,0,0,0,0,0,0,0,0,0,0,0.626,1,0.522,121456,0,1,1,0.0,5.432931298015892,-3.196625215933381,-2.1892564076870427,4.778896576611625
DJ Maphorisa,47,sudáfrica,0.851,0.516,0.167,0.0719,0.365,-12.79,0.95,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.274,1,0.324,1725667,0,0,1,2.4849066497880004,5.998663571834674,-2.650725134482941,-2.452245867548452,4.718614935987899
KUUMAA,61,finlandia,0.739,0.678,0.248,1.21e-05,0.581,-7.47,0.85,4,0.661,0,0,0,0,0,0,0,0,0,0,1,0.303,1,0.465,13476,0,1,1,0.0,5.213880853567232,-3.540459448995663,-2.05572501506252,4.804283305421882
マキシマム ザ ホルモン 一部のアニメテーマ専用仮設チャンネル,69,japón,0.402,0.902,0.0267,0.00412,0.538,-3.105,0.062,4,0.649,0,0,1,0,0,0,0,0,0,0,0,0.621,1,0.619,23326,0,1,1,0.0,4.494942288266457,-1.3664917338237108,-1.9173226922034008,4.982907747415593
RAVA,56,rumanía,0.698,0.713,0.67,0.00621,0.499,-5.743,0.29,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.966,1,0.711,225236,0,0,0,2.772588722239781,4.578733803915053,-1.9379419794061366,-1.0078579253996456,4.929078106843917
Mata,66,polonia,0.819,0.488,0.633,1.81e-06,0.818,-8.7,0.917,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.542,0,0.543,1695630,0,0,0,3.044522437723423,4.831827556602097,-1.5606477482646683,-1.725971728690052,4.8677728835666105
Novelbright,72,japón,0.697,0.556,0.698,0.0,0.404,-5.089,0.209,4,0.953,0,0,0,0,0,0,1,0,0,0,0,0.717,1,0.709,423805,0,0,1,2.5649493574615367,5.448688054054602,-3.313186504339442,-2.311625837646195,4.499665215452717
FEDUK,53,bielorrusia,0.634,0.174,0.97,0.000801,0.171,-13.514,0.373,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.474,1,0.528,400337,0,1,1,0.0,5.570567222530195,-3.2649197633696074,-2.234926444520231,4.926376488938871
Eminem,87,arabia_saudí,0.802,0.755,0.0215,0.0,0.58,-3.138,0.739,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.551,0,0.506,66721366,0,0,0,2.995732273553991,5.858847022493143,-2.875286120478124,-1.2207799226423173,4.867742121198213
Mohamed Mounir,57,egipto,0.741,0.819,0.104,0.0051,0.86,-5.189,0.374,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.728,0,0.666,1293105,0,1,1,0.0,5.094492256703514,-2.647896278282463,-0.8509712657535126,4.525390776981752
BIG Naughty,58,korea_sur,0.507,0.571,0.222,0.0,0.587,-6.909,0.22,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.483,1,0.652,254936,0,1,1,0.0,5.240190248371391,-2.4580699958344407,-1.422958345491482,5.164523082227663
Shakin' Stevens,81,alemania,0.534,0.904,0.129,0.0,0.96,-3.315,0.295,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.103,1,0.355,125165,0,0,1,2.5649493574615367,5.394354554744979,-3.2995437279356556,-2.05572501506252,5.312708318283399
Henry Moodie,77,suiza,0.571,0.845,0.0549,5.5e-05,0.409,-4.4,0.186,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.095,1,0.302,68547,0,1,1,0.0,5.274869603810473,-2.821778966430553,-2.513306124309698,5.0991588604842875
Nikitata,66,bielorrusia,0.825,0.799,0.434,0.205,0.795,-5.029,0.776,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.414,1,0.381,44621,0,1,1,1.3862943611198906,4.871273604942422,-2.4534079827286295,-1.9310215365615626,4.81271267107365
